KEYWORD,LINK,NAME,ADDRESS,PHONE NUMBER,WEBSITE,RATING,NO OF RATINGS,LINK TO PHOTO
New York NY,https://www.google.com/maps/place/Adam+Tubero+%7C+Life+Coach+%26+Anxiety+Specialist/data=!4m7!3m6!1s0x89c2595707d122c9:0x10fbbf3c0c4bfb6!8m2!3d40.735249!4d-74.0013501!16s%2Fg%2F11lnnznl8n!19sChIJySLRB1dZwokRtr_EwPO7DwE?authuser=0&hl=en&rclk=1,Adam Tubero | Life Coach & Anxiety Specialist,"15 Charles St, New York, NY 10014, United States",1 516-375-2265,anxietycoach.ing,5,11,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wvWLNXGEsLwXuFAJUh4Gcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.41693&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Mindful+Career+-+Coach+Coach+%7C+Career+Counselling+New+York+City/data=!4m7!3m6!1s0x89c25b99d7d64dc9:0x7db25357fad3e9c4!8m2!3d40.7133174!4d-74.0101115!16s%2Fg%2F11wny_mg2k!19sChIJyU3W15lbwokRxOnT-ldTsn0?authuser=0&hl=en&rclk=1,Mindful Career - Coach Coach | Career Counselling New York City,"100 Church St, New York, NY 10007, United States",1 646-518-1998,mindfulcareer.ca,5,46,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j8G87jsxoXk0GdhVfSa_7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.93138&pitch=0&thumbfov=100
New York NY,"https://www.google.com/maps/place/Life+Coach+NYC+-+Life,+Career+%26+Leadership+Coaching+New+York/data=!4m7!3m6!1s0x89c25903f5307ead:0x9fa3d77d81852fa1!8m2!3d40.7461893!4d-73.9835998!16s%2Fg%2F12hqjbj_l!19sChIJrX4w9QNZwokRoS-FgX3Xo58?authuser=0&hl=en&rclk=1","Life Coach NYC - Life, Career & Leadership Coaching New York","149 Madison Ave, New York, NY 10016, United States",1 646-943-9160,thenyclifecoach.com,4.7,14,https://lh3.googleusercontent.com/p/AF1QipP-z_uUb31pPsd-5NoRuTjgxCakh-dY9dx8Guk-=w910-h240-k-no
New York NY,https://www.google.com/maps/place/Laura+Lipman+Health+Coaching/data=!4m7!3m6!1s0x89c259ab8aab6091:0xf7fb6bcfe77cd044!8m2!3d40.7273251!4d-73.9898209!16s%2Fg%2F11m0rdxj4v!19sChIJkWCriqtZwokRRNB8589r-_c?authuser=0&hl=en&rclk=1,Laura Lipman Health Coaching,"227 E 5th St, New York, NY 10003, United States", , , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KD9-b3iv2kyl8myDLlhNWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.027788&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Health+and+Wellness+Coaching+to+Live+Life+with+Zest+in+New+York/data=!4m7!3m6!1s0x89c2f506b570ee47:0x3fcae565595eac6b!8m2!3d51.2072!4d-121.9883!16s%2Fg%2F11gv15qty8!19sChIJR-5wtQb1wokRa6xeWWXlyj8?authuser=0&hl=en&rclk=1,Health and Wellness Coaching to Live Life with Zest in New York, , ,livelifewithzest.com, , ,https://lh3.googleusercontent.com/p/AF1QipNPwMAy-kb9ptU9GdlPH144kCpz9bfgzWisVRSe=w408-h408-k-no
Chico CA,https://www.google.com/maps/place/Mindbody+Connection/data=!4m7!3m6!1s0x80832844065f9489:0xa6d0f27a06720bd4!8m2!3d39.7509324!4d-121.7819634!16s%2Fg%2F1tjynylt!19sChIJiZRfBkQog4AR1AtyBnry0KY?authuser=0&hl=en&rclk=1,Mindbody Connection,"1238 Yosemite Dr, Chico, CA 95928, United States",1 530-343-5102,massagetherapy.com,5,10,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yTuVq7dp5OCijFPkiVCeJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.92914&pitch=0&thumbfov=100
Chico CA,https://www.google.com/maps/place/Rakel+Kieding/data=!4m7!3m6!1s0xa65f2818f63d94af:0xe4abe0acdadaab10!8m2!3d39.6751435!4d-121.811271!16s%2Fg%2F11x25yx1z7!19sChIJr5Q99hgoX6YREKva2qzgq-Q?authuser=0&hl=en&rclk=1,Rakel Kieding, ,1 530-828-2124,phire.works,5,3,https://lh3.googleusercontent.com/p/AF1QipN6ZlhiYjWZ1Y2fjd1WwXFh1nmgbJBVWZRGt_zV=w408-h543-k-no
Chico CA,https://www.google.com/maps/place/Anika+Hillin+Marriage+and+Family+Life+Coach/data=!4m7!3m6!1s0x809db0ac68d61c03:0x58ddc1c87f125e4d!8m2!3d39.7415056!4d-121.8473081!16s%2Fg%2F11pzy_kw_d!19sChIJAxzWaKywnYARTV4Sf8jB3Vg?authuser=0&hl=en&rclk=1,Anika Hillin Marriage and Family Life Coach,"1430 Esplanade #17, Chico, CA 95926, United States",1 530-360-2112,anikahillin.com,5,5,https://lh3.googleusercontent.com/p/AF1QipMNz84iEkllnEs82UcsonkRu68iQWJLwYNrnnHB=w408-h610-k-no
Chico CA,https://www.google.com/maps/place/Life+Guide+Health+Coaching/data=!4m7!3m6!1s0xa4339cd12be98bff:0x42e0bc0496a726d8!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11y98__tct!19sChIJ_4vpK9GcM6QR2CanlgS84EI?authuser=0&hl=en&rclk=1,Life Guide Health Coaching, ,1 530-510-3612,lifeguidehealthcoaching.com, , ,https://lh3.googleusercontent.com/p/AF1QipMyOdMA2ZRKJxw-_2kDffJRyEKa7ps9CLCW1hzm=w408-h408-k-no
Chico CA,https://www.google.com/maps/place/My+Body+Wisdom/data=!4m7!3m6!1s0x808327b0b0040c09:0xcbd07738fb26fbe5!8m2!3d39.752643!4d-121.85541!16s%2Fg%2F1v42g09n!19sChIJCQwEsLAng4AR5fsm-zh30Ms?authuser=0&hl=en&rclk=1,My Body Wisdom,"10 Williamsburg Ln, Chico, CA 95926, United States",1 510-848-8439,mybodywisdom.net,5,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NkzdRjUO8_yjwX8WmKqGHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.9465&pitch=0&thumbfov=100
Chico CA,https://www.google.com/maps/place/Pernell+Wellness/data=!4m7!3m6!1s0x808327eef6d7a0bb:0x65cfe97155cc6a53!8m2!3d39.7256325!4d-121.8386348!16s%2Fg%2F1hm3ptxxs!19sChIJu6DX9u4ng4ARU2rMVXHpz2U?authuser=0&hl=en&rclk=1,Pernell Wellness,"630 Salem St #230, Chico, CA 95928, United States",1 530-520-7075,pernellwellness.com,4.8,13,https://lh3.googleusercontent.com/p/AF1QipNEJFlEJEsMkuS2PhjePoeN6rKtdWGt4Hd2yV2_=w508-h240-k-no
Chico CA,"https://www.google.com/maps/place/Christa+Dawson,+Energy+Psychology+Practitioner/data=!4m7!3m6!1s0x808327998408ca09:0x3dc45a85591b6b57!8m2!3d39.7461568!4d-121.8448928!16s%2Fg%2F11p66wp4g_!19sChIJCcoIhJkng4ARV2sbWYVaxD0?authuser=0&hl=en&rclk=1","Christa Dawson, Energy Psychology Practitioner","Chico, CA 95926, United States",1 530-521-5877,christadawson.com,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6YgWYjAYhJUKHiwAQZ2ceg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.50583&pitch=0&thumbfov=100
Chico CA,https://www.google.com/maps/place/Basis+Health+%26+Performance/data=!4m7!3m6!1s0x80832631e18dc45f:0x2d902f1c77537217!8m2!3d39.7193586!4d-121.8219119!16s%2Fg%2F11f309qzx4!19sChIJX8SN4TEmg4ARF3JTdxwvkC0?authuser=0&hl=en&rclk=1,Basis Health & Performance,"177 E 20th St, Chico, CA 95928, United States",1 530-636-0850,basishpca.com,4.9,88,https://lh3.googleusercontent.com/p/AF1QipP8RgJXSH6vyJ3j-8Voj5TTBvZ_LWoERX7Kgygr=w408-h612-k-no
Chico CA,https://www.google.com/maps/place/Whole+Body+Fitness/data=!4m7!3m6!1s0x8082fb3c536ef48b:0xa51b9cb09eff87fd!8m2!3d39.7475928!4d-121.8935259!16s%2Fg%2F1tfcz0dk!19sChIJi_RuUzz7goAR_Yf_nrCcG6U?authuser=0&hl=en&rclk=1,Whole Body Fitness,"2954 CA-32 SUITE 600, Chico, CA 95973, United States",1 530-487-8123,wholebodyfit.net,4.8,49,https://lh3.googleusercontent.com/p/AF1QipNKTe2jnTeQ6sIhQTO3wYeX8VVo07mFGX64D6SM=w426-h240-k-no
Chico CA,https://www.google.com/maps/place/Empowered+With+Amy+Coaching/data=!4m7!3m6!1s0x80832781f42f514f:0xe62151ac258fee3f!8m2!3d39.7361106!4d-121.8528026!16s%2Fg%2F11lycfgf24!19sChIJT1Ev9IEng4ARP-6PJaxRIeY?authuser=0&hl=en&rclk=1,Empowered With Amy Coaching,"1165 Hobart St Unit 2, Chico, CA 95926, United States",1 909-991-3208, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TWqWv3zXqqRtaGeG1JMs3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.74828&pitch=0&thumbfov=100
Chico CA,"https://www.google.com/maps/place/Claudia+M.+Weber+C.C.B.T.,C.C.H.T./data=!4m7!3m6!1s0x8082d87f8ad5e5e9:0xcc04dc61abb2333e!8m2!3d39.7720462!4d-121.8724347!16s%2Fg%2F1th7n392!19sChIJ6eXVin_YgoARPjOyq2HcBMw?authuser=0&hl=en&rclk=1","Claudia M. Weber C.C.B.T.,C.C.H.T.","75 Declaration Dr # 13, Chico, CA 95973, United States",1 530-891-0144,hypnotherapychico.com,4.7,40,https://lh3.googleusercontent.com/p/AF1QipPQ3vlwdd_w3fbBlVfnav1SpESkGEsi-49Ze1FT=w426-h240-k-no
Chico CA,https://www.google.com/maps/place/Crystal+Thomas+Fitness/data=!4m7!3m6!1s0x808327d6ee215785:0xb7edca7673a4e736!8m2!3d39.7284944!4d-121.8374777!16s%2Fg%2F11j0snfs3g!19sChIJhVch7tYng4ARNuekc3bK7bc?authuser=0&hl=en&rclk=1,Crystal Thomas Fitness,"Chico, CA 95928, United States",1 530-780-8673,crystalthomasfitness.com,5,17,https://lh3.googleusercontent.com/p/AF1QipN2h_HQTh-LBbFpSykvPjehOVcOmwCylK7s31Oa=w425-h240-k-no
Chico CA,https://www.google.com/maps/place/Chico+Holistic+Wellness+Center/data=!4m7!3m6!1s0x8082d94fb797caf7:0xaded7264faaf58ea!8m2!3d39.7538334!4d-121.8537036!16s%2Fg%2F11g4jhb11x!19sChIJ98qXt0_ZgoAR6liv-mRy7a0?authuser=0&hl=en&rclk=1,Chico Holistic Wellness Center,"287 Rio Lindo Ave, Chico, CA 95926, United States",1 530-809-2112,chicoholisticwellness.com,5,9,https://lh3.googleusercontent.com/p/AF1QipMkO1Wc-DDF-K6mYcvOy6BdZpDBp1U95eoXo_6k=w408-h266-k-no
Chico CA,"https://www.google.com/maps/place/Carolyn+Neeley,+Health+Coaching+%26+Hypnotherapy/data=!4m7!3m6!1s0x8083292968cfd6e9:0xbba542423ac006db!8m2!3d39.742254!4d-121.837705!16s%2Fg%2F11gnsgrn_r!19sChIJ6dbPaCkpg4AR2wbAOkJCpbs?authuser=0&hl=en&rclk=1","Carolyn Neeley, Health Coaching & Hypnotherapy","1140 Mangrove Ave suite d, Chico, CA 95928, United States",1 530-330-4640, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rZdtcrJYSYkb-kZsXsUc0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.26035&pitch=0&thumbfov=100
Chico CA,"https://www.google.com/maps/place/DJC+Consulting,+Coaching+and+Training,+LLC/data=!4m7!3m6!1s0x8082d90367e108cd:0x4e0d4e079d6b515!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11rvjtf8n6!19sChIJzQjhZwPZgoARFbXWeeDU4AQ?authuser=0&hl=en&rclk=1","DJC Consulting, Coaching and Training, LLC", ,1 951-492-9497,drjolenechurch.com,5,11,https://lh3.googleusercontent.com/p/AF1QipN3Nc11UpG3c-kb9sdWaw0h7QYkDOaW7Qbu6dy_=w408-h408-k-no
Chico CA,https://www.google.com/maps/place/Your+Next+Step+Coach/data=!4m7!3m6!1s0x8082d87ff057c23f:0xab136c6f26e64b2f!8m2!3d39.751924!4d-121.8552714!16s%2Fg%2F1trsy6mt!19sChIJP8JX8H_YgoARL0vmJm9sE6s?authuser=0&hl=en&rclk=1,Your Next Step Coach,"10 Williamsburg Ln, Chico, CA 95928, United States",1 530-589-5889, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vT2K6x3XWZlBACiAXlZtog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.0278&pitch=0&thumbfov=100
Chico CA,https://www.google.com/maps/place/Gym+Truck+Chico/data=!4m7!3m6!1s0x8082d927b1aae865:0x256405c7ee3c3689!8m2!3d39.752364!4d-121.8124465!16s%2Fg%2F11kgt8l8rd!19sChIJZeiqsSfZgoARiTY87scFZCU?authuser=0&hl=en&rclk=1,Gym Truck Chico, ,1 530-781-3961,gymtruckchico.com,5,53,https://lh3.googleusercontent.com/p/AF1QipNM2Wi_hYXd_QZSkjL1mGxWYTbP7iUIw_oNs7Oq=w408-h265-k-no
Chico CA,https://www.google.com/maps/place/Emerald+Starlight/data=!4m7!3m6!1s0x8083277a59973db9:0x8e6afcd03bf1eca2!8m2!3d39.7256654!4d-121.8386269!16s%2Fg%2F11w9h592sc!19sChIJuT2XWXong4ARouzxO9D8ao4?authuser=0&hl=en&rclk=1,Emerald Starlight,"630 Salem St Suite 130, Chico, CA 95928, United States",1 415-710-6069,emeraldstarlight.as.me,5,3,https://lh3.googleusercontent.com/p/AF1QipPkbIm9CuNC8dMmuYYHgaFRyg_mtPxI6qSDfkYe=w408-h612-k-no
Chico CA,https://www.google.com/maps/place/You+By+Design:+Richard+Hoyt+Jr/data=!4m7!3m6!1s0x8082d9ce8da52ebb:0x3b40ec5afb68c881!8m2!3d39.7720462!4d-121.8724347!16s%2Fg%2F11p12vxnr1!19sChIJuy6ljc7ZgoARgcho-1rsQDs?authuser=0&hl=en&rclk=1,You By Design: Richard Hoyt Jr,"75 Declaration Dr #16, Chico, CA 95973, United States",1 530-330-5046, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=psb2OVIWtiNvIfVGbHM2Og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.4837&pitch=0&thumbfov=100
Chico CA,https://www.google.com/maps/place/Embody+Alchemy/data=!4m7!3m6!1s0x80857d9cc0ee9717:0xb13083d506fa43b!8m2!3d39.7415125!4d-121.847281!16s%2Fg%2F11gphwb28y!19sChIJF5fuwJx9hYARO6RvUD0IEws?authuser=0&hl=en&rclk=1,Embody Alchemy,"1430 Esplanade #17A, Chico, CA 95926, United States",1 530-518-8075,embodyalchemy.com,5,4,https://lh3.googleusercontent.com/p/AF1QipOZzk8LKWWF_HAdRq8ARFX0D_IkmpmwozZgGwBz=w425-h240-k-no
Redding CA,https://www.google.com/maps/place/Redding+Nutrition+and+Functional+Wellness/data=!4m7!3m6!1s0x54d2ed60eb47fdaf:0xe81d7420bd1f2271!8m2!3d40.5911939!4d-122.3558268!16s%2Fg%2F11fv11vhr8!19sChIJr_1H62Dt0lQRcSIfvSB0Heg?authuser=0&hl=en&rclk=1,Redding Nutrition and Functional Wellness,"1151 Hilltop Dr, Redding, CA 96003, United States",1 530-605-4466,reddingnutrition.com,5,18,https://lh3.googleusercontent.com/p/AF1QipOnzFmvrUysoZ98DeUDqZBXXeKlmAtWZiVfoNtZ=w408-h612-k-no
Redding CA,https://www.google.com/maps/place/Care+With+Balance/data=!4m7!3m6!1s0x54d2ecae2679405d:0x27e9d9325fd276b7!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11byyrkvvr!19sChIJXUB5Jq7s0lQRt3bSXzLZ6Sc?authuser=0&hl=en&rclk=1,Care With Balance, ,1 530-227-1604,carewithbalance.com,5,6,https://lh3.googleusercontent.com/p/AF1QipP7hYCrEcD9b1VtdSjOeyfYTJqcgac8PIWf12hR=w458-h240-k-no
Redding CA,https://www.google.com/maps/place/Sheri%27s+Wellness+Coaching/data=!4m7!3m6!1s0x54d28d0cb577085d:0xce50a7fb3cf95498!8m2!3d40.6217759!4d-122.4002505!16s%2Fg%2F11ltkqmjmh!19sChIJXQh3tQyN0lQRmFT5PPunUM4?authuser=0&hl=en&rclk=1,Sheri's Wellness Coaching,"3568 Lake Forest Dr, Redding, CA 96003, United States",1 530-510-2329,sheriswellness.com, , ,https://lh3.googleusercontent.com/p/AF1QipPEfBF8s6rcRTfsEGmcPBDzeN2KSCbfYqd2uiQ4=w408-h306-k-no
Redding CA,https://www.google.com/maps/place/Harmonize+Mind+%26+Body+by+Casey+Leanna/data=!4m7!3m6!1s0x54d2eb816dbbe2b1:0x9d7e2bca877adda6!8m2!3d40.5547998!4d-122.3622303!16s%2Fg%2F11j58434j4!19sChIJseK7bYHr0lQRpt16h8orfp0?authuser=0&hl=en&rclk=1,Harmonize Mind & Body by Casey Leanna,"3615 Bechelli Ln, Redding, CA 96002, United States",1 530-941-2603,harmonizemindandbody.com,5,30,https://lh3.googleusercontent.com/p/AF1QipMlBsRjd2gyyc6SmX5oMimq0fnA7Gc2zBw7EcrZ=w408-h306-k-no
Redding CA,https://www.google.com/maps/place/Balanced+Health+by+Ereka/data=!4m7!3m6!1s0x698d36008fb61711:0x196fc66237a2e7c7!8m2!3d40.5763293!4d-122.4357575!16s%2Fg%2F11p5n600pw!19sChIJERe2jwA2jWkRx-eiN2LGbxk?authuser=0&hl=en&rclk=1,Balanced Health by Ereka,"1896 Lakeside Dr, Redding, CA 96001, United States",1 530-526-3315,balancedhealthbyereka.com,5,3,https://lh3.googleusercontent.com/p/AF1QipMQUmvghh2IoZGAfDVHqgvYUnl6qxPlLepeS8RV=w408-h543-k-no
Redding CA,"https://www.google.com/maps/place/Restorative+Nutrition,+LLC:+Laura+Woodard,+RDN,+CLT/data=!4m7!3m6!1s0x54d2eb7cf324aa19:0xb3fa20369dd84e18!8m2!3d40.5528567!4d-122.3639264!16s%2Fg%2F11f30gv_0_!19sChIJGaok83zr0lQRGE7YnTYg-rM?authuser=0&hl=en&rclk=1","Restorative Nutrition, LLC: Laura Woodard, RDN, CLT","3748 Cheryl Dr, Redding, CA 96002, United States",1 530-338-1197,restorative-nutrition.com,5,14,https://lh3.googleusercontent.com/p/AF1QipP0hHq4Lo9kiq1QSd8hJkk3KxMdhwt0Sgb-lK7b=w408-h306-k-no
Redding CA,https://www.google.com/maps/place/Align+Pain+Management/data=!4m7!3m6!1s0x54d2ece107d179ad:0x734eddd870a5af84!8m2!3d40.581338!4d-122.3930382!16s%2Fg%2F11c58q9pcl!19sChIJrXnRB-Hs0lQRhK-lcNjdTnM?authuser=0&hl=en&rclk=1,Align Pain Management,"1615 Placer St, Redding, CA 96001, United States",1 530-205-3202,experiencealign.com,5,76,https://lh3.googleusercontent.com/p/AF1QipOGI6H9az7nvVWWt04FagLgJSlF4l3itcJql3hh=w408-h272-k-no
Redding CA,https://www.google.com/maps/place/Shasta+Nutritional+Therapy/data=!4m7!3m6!1s0x54d29293b73f6059:0xbd216456390aa779!8m2!3d40.6185956!4d-122.353532!16s%2Fg%2F11b6chdvpl!19sChIJWWA_t5OS0lQReacKOVZkIb0?authuser=0&hl=en&rclk=1,Shasta Nutritional Therapy,"19017 Black Oak Ln, Redding, CA 96003, United States",1 530-524-9360, ,5,8,https://lh3.googleusercontent.com/p/AF1QipPI9BvBJgDNwwnnVO0Fo7WV8D9HsGc_G8cNuUmZ=w602-h240-k-no
Redding CA,"https://www.google.com/maps/place/Holistic+Health+and+Wellness,+Integrated+Ayurveda/data=!4m7!3m6!1s0x54d2eb9006912df3:0x334f069db5f24b7f!8m2!3d40.5376581!4d-122.3452468!16s%2Fg%2F11nn37z6zj!19sChIJ8y2RBpDr0lQRf0vytZ0GTzM?authuser=0&hl=en&rclk=1","Holistic Health and Wellness, Integrated Ayurveda","5200 Churn Crk Rd C2, Redding, CA 96002, United States",1 530-557-5381,integrated-ayurveda.com,5,1,https://lh3.googleusercontent.com/p/AF1QipOzUy98jSn2f5t5k7miy5m9QScra0_iuIYgAXOn=w408-h272-k-no
Redding CA,https://www.google.com/maps/place/The+Age+Coach/data=!4m7!3m6!1s0x54d2eb54a8337061:0xb3a313b79700bcfd!8m2!3d40.582813!4d-122.2851704!16s%2Fg%2F11f3m8wmlr!19sChIJYXAzqFTr0lQR_bwAl7cTo7M?authuser=0&hl=en&rclk=1,The Age Coach, ,1 530-604-6789,theagecoach.com,5,8,https://lh3.googleusercontent.com/p/AF1QipM4VxaortXbaT9eOISeTxYCNV7VeWuYhtz_tyZr=w408-h326-k-no
Redding CA,https://www.google.com/maps/place/Premier+Healthcare+of+California/data=!4m7!3m6!1s0x54d2ed5c5e7d298b:0xea73e8bff1264690!8m2!3d40.578552!4d-122.3739678!16s%2Fg%2F11hylcm7mk!19sChIJiyl9Xlzt0lQRkEYm8b_oc-o?authuser=0&hl=en&rclk=1,Premier Healthcare of California,"405 South St Suite F, Redding, CA 96001, United States",1 530-941-1017,premierhealthcarenow.com,4.4,51,https://lh3.googleusercontent.com/p/AF1QipMNto959JYaA4-sbfpB3W92hGJtaGEpuT03C2eF=w408-h272-k-no
Redding CA,https://www.google.com/maps/place/Wellness+Family+Medicine/data=!4m7!3m6!1s0x54d2ed7f3b353bdf:0x971979f74971de52!8m2!3d40.5745156!4d-122.3800174!16s%2Fg%2F11s2j46g3m!19sChIJ3zs1O3_t0lQRUt5xSfd5GZc?authuser=0&hl=en&rclk=1,Wellness Family Medicine,"760 Cypress Ave Suite 300, Redding, CA 96001, United States",1 530-768-9490,wellnessredding.com,5,15,https://lh3.googleusercontent.com/p/AF1QipOvbiIDSt16U4dbVLonqCqlEez3FpDSLpGZ35XO=w408-h544-k-no
Redding CA,https://www.google.com/maps/place/Everyday+Fitness+and+Training/data=!4m7!3m6!1s0x54d2ecc270ca99af:0xed99401785b7d7e7!8m2!3d40.5769829!4d-122.374826!16s%2Fg%2F1thff55d!19sChIJr5nKcMLs0lQR59e3hRdAme0?authuser=0&hl=en&rclk=1,Everyday Fitness and Training,"2345 Athens Ave, Redding, CA 96001, United States",1 530-246-1902,edfitness.com,4.2,128,https://lh3.googleusercontent.com/p/AF1QipMPLpYpiIiQPUTQ9grcbuT0pWzXlo3PZGFFmp-I=w426-h240-k-no
Redding CA,https://www.google.com/maps/place/Physician+Plan+Weight+Management+Medical+Clinic/data=!4m7!3m6!1s0x54d2ecbf30043187:0xcffe35d699d63e8f!8m2!3d40.5634753!4d-122.3261953!16s%2Fg%2F1tdnkvsg!19sChIJhzEEML_s0lQRjz7WmdY1_s8?authuser=0&hl=en&rclk=1,Physician Plan Weight Management Medical Clinic,"2401 Hartnell Ave, Redding, CA 96002, United States",1 530-223-0216,physiciansplan.net,4.5,8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_YOwIGgvHczpXFBlnRL5gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.15894&pitch=0&thumbfov=100
Redding CA,https://www.google.com/maps/place/Jen+Siqueiros+-+Holistic+Skin+%26+Body+Wellness/data=!4m7!3m6!1s0x54d2ec36216120ef:0x74fd48dcd4a6b1f8!8m2!3d40.5803356!4d-122.3965025!16s%2Fg%2F1hjh9hnwy!19sChIJ7yBhITbs0lQR-LGm1NxI_XQ?authuser=0&hl=en&rclk=1,Jen Siqueiros - Holistic Skin & Body Wellness,"1714 West St b, Redding, CA 96001, United States",1 530-921-2610,holisticskinbyjen.com,5,39,https://lh3.googleusercontent.com/p/AF1QipNVBDYYX4C7pEhMMhbEl9jeIuGsXBj9mWfCdGsE=w408-h271-k-no
Redding CA,https://www.google.com/maps/place/Nataly+Galichansky+Consulting/data=!4m7!3m6!1s0x8cfd66373c262e8d:0xa6d94c8c54c6d33d!8m2!3d51.2072!4d-121.9883!16s%2Fg%2F11vf1tw2d7!19sChIJjS4mPDdm_YwRPdPGVIxM2aY?authuser=0&hl=en&rclk=1,Nataly Galichansky Consulting, ,1 908-509-4277,ngalichansky.com,5,2,https://lh3.googleusercontent.com/p/AF1QipOjpyYafu-3gTnAZ0ZEF1r-IDwxur0-jNwfqyrR=w408-h270-k-no
Redding CA,https://www.google.com/maps/place/Revitalize+Holistic+Healing/data=!4m7!3m6!1s0x54d2934e3e417475:0x890d18983df03d43!8m2!3d40.5379388!4d-122.3461427!16s%2Fg%2F11sy1npx9t!19sChIJdXRBPk6T0lQRQz3wPZgYDYk?authuser=0&hl=en&rclk=1,Revitalize Holistic Healing,"5200 Churn Crk Rd # C1, Redding, CA 96002, United States",1 530-276-6005,massagebook.com,5,9,https://lh3.googleusercontent.com/p/AF1QipNDQYGdLSVSLfKtNFKFEyghRVnCJvokBcq2Ii33=w408-h884-k-no
Redding CA,https://www.google.com/maps/place/Prestige+Regenerative+Medicine+of+Redding+%7C+Bioidentical+Hormones+%7C+GAINSWave%2FFemiWave+Therapy+%7C+PRP+%7C+Medical+Weight+Loss/data=!4m7!3m6!1s0x54d2ed3f74cb08e7:0xf97633b9d7a3c4b9!8m2!3d40.5707819!4d-122.4017488!16s%2Fg%2F11hdp9nwr9!19sChIJ5wjLdD_t0lQRucSj17kzdvk?authuser=0&hl=en&rclk=1,Prestige Regenerative Medicine of Redding | Bioidentical Hormones | GAINSWave/FemiWave Therapy | PRP | Medical Weight Loss,"located in the Sequoia, Medical Arts Building, 2510 Airpark Dr Ste. 102, Redding, CA 96001, United States",1 530-395-0505,prestigerm.com,4.9,94,https://lh3.googleusercontent.com/p/AF1QipMH-FUmNuMd00BpopJD2BoadM9anmlPDAlM9OYa=w408-h345-k-no
Redding CA,https://www.google.com/maps/place/Lifespan:+The+Center+for+Anti-Aging+%26+Regenerative+Medicine/data=!4m7!3m6!1s0x54d2ec6ff4767563:0x35a3104642d37741!8m2!3d40.5560825!4d-122.3972725!16s%2Fg%2F11bxgbmz72!19sChIJY3V29G_s0lQRQXfTQkYQozU?authuser=0&hl=en&rclk=1,Lifespan: The Center for Anti-Aging & Regenerative Medicine,"1832 Buenaventura Blvd suite b, Redding, CA 96001, United States",1 530-605-4557,increasedlifespan.com,4.9,29,https://lh3.googleusercontent.com/p/AF1QipP2IE1lP2ljvKGu9chk4MG6WKpFbIx14ueIpaxF=w426-h240-k-no
Redding CA,https://www.google.com/maps/place/Livin%27+Organically/data=!4m7!3m6!1s0xa694f0345bc70265:0xc100f234fccb1835!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11ltkgn9fk!19sChIJZQLHWzTwlKYRNRjL_DTyAME?authuser=0&hl=en&rclk=1,Livin' Organically, ,1 530-339-8358,livinorganically.com,5,2,https://lh3.googleusercontent.com/p/AF1QipNqxfNJ95HkvMUdk2wpDSYhM3--qBZTjdKuHVth=w408-h544-k-no
Redding CA,https://www.google.com/maps/place/Connecting+To+Care/data=!4m7!3m6!1s0x54d2ecca05f0192f:0xd7dd9b368182f453!8m2!3d40.5588639!4d-122.353699!16s%2Fg%2F113h0k374!19sChIJLxnwBcrs0lQRU_SCgTab3dc?authuser=0&hl=en&rclk=1,Connecting To Care,"3330 Churn Crk Rd Suite D5, Redding, CA 96002, United States",1 530-722-1156,connectingtocare.org,5,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=huG1E-HTe7BTlHjW1E4MsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.8259&pitch=0&thumbfov=100
